name,birth_year,death_year,gender,nationality,placeofbirth,placeofdeath
Erik Ludvig Henningsen,1855,1930,M,DK,Hjørring,Copenhagen
George Henry,1858,1943,M,GB,Scotland,London
Hubert von Herkomer,1849,1914,M,GB,Waal,Budleigh Salterton
Eugenio Hermoso Martínez,1883,1963,M,ES,Fregenal de la Sierra,Madrid
August Herrmann-Allgäu,1852,1916,M,DE,Opfenbach,Lindau
Johann Caspar Herterich,1843,1905,M,DE,Ansbach,Munich
Gustav August Hessl,1849,1926,M,AT,Vienna,Vienna
Célestine von der Heydte,1870,1961,F,DE,Bamberg,Neumarkt-Sankt Veit
Augustus Heyn,1837,1920,M,DE,Recz,Berlin
Rafael Hidalgo de Caviedes,1864,1950,M,ES,Quesada,Madrid
Lorenz Vilhelm Hinrichsen,1865,1929,M,DK,Copenhagen,Frederiksberg
Adolf Höfer,1869,1927,M,DE,Munich,Parsberg
Ferdinand Bernhard Hoppe,1831,1922,M,NL,Cleves,Amsterdam
Harald Martin Hansen Holm,1866,1920,M,DK,Horne,Genoa
Niels Holsoe,1865,1928,M,DK,Copenhagen,Denmark
Lajos Barkász,1884,1960,M,HU,Hódmezővásárhely,Budapest
Jan Hoynk van Papendrecht,1858,1933,M,NL,Amsterdam,"Hague, The"
Rudolf Huthsteiner,1855,1935,M,DE,Dusseldorf,Pforzheim
Arthur Hutschenreuther,1849,1915,M,DE,Lichte,Munich
Vojtěch Hynais,1854,1925,M,CZ,Vienna,Prague
Lino Casimiro Iborra,1858,1935,M,ES,Santoña,Madrid
Valdemar Henrik Nicolai Irminger,1850,1938,M,DK,Copenhagen,Frederiksberg
Pavle Ioanowits,1859,1957,M,RS,Vršac,Vienna
Robert Ives Browne,1865,1956,M,NL,Rotterdam,"Hague, The"
Hendrik Willebrord Jansen,1855,1908,M,NL,Nijmegen,Zeist
Gustave Jeanneret,1847,1927,M,CH,Môtiers,Cressier
Oluf Gabriel Jensen,1862,1930,M,DK,Lyngby,Copenhagen
Hans Gabriel Jentzsch,1862,1930,M,DE,Löbtau,Munich
Henrik Gamst Jespersen,1853,1936,M,DK,Undløse,Fredericksberg
Arthur [US] Johnson,1874,1954,M,US,Cincinnati,Berlin
Pio Joris,1843,1921,M,IT,Rome,Rome
Pieter de Josselin de Jong,1861,1906,M,NL,Sint-Oedenrode,Amsterdam
Joseph Jungwirth,1869,1950,M,AT,Vienna,Stockholm
Adrien Karbowsky,1855,1945,M,FR,Paris,Paris
Anton Hans Karlinsky,1872,1945,M,AT,Vienna,Rossatz
Eduard Kasparides,1858,1926,M,AT,Krönau (bei Mährisch Trübau),Bad Gleichenberg
"Hermann, II Kauffmann",1873,1953,M,DE,Munich,Fischbachau
Adolf Kaufmann,1848,1916,M,AT,Opava,Vienna
Isidor Kaufmann,1853,1921,M,HU,Arad,Vienna
Harald Krohg Stabell,1874,1963,M,NO,Strinda,Trondheim
William Kennedy,1859,1918,M,GB,Glasgow,Tanger
Ole Christoffer Thorkelsen,1870,1914,M,NO,Christiania (Oslo),Christiania (Oslo)
Melchior Kern,1872,1947,M,DE,Mainz,Munich
Franz Kiederich,1873,1950,M,DE,Dusseldorf,Dusseldorf
Josef Kinzel,1852,1925,M,AT,Lobenstein,Spitz
Karel Klinkenberg,1852,1924,M,NL,"Hague, The","Hague, The"
Benedikt Knüpfer,1844,1910,M,CZ,Frýdštejn,Ancona
Hermann Koch,1856,1939,M,DE,Dömitz,Munich
Roman Kochanowski,1856,1945,M,PL,Cracow,Freising
Rudolf Köselitz,1861,1948,M,DE,Annaberg-Buchholz,Munich
Hans Christian Kofoed,1849,1921,M,DK,Bornholm,Roskilde
Rudolf Konopa,1864,1938,M,AT,Vienna,Vienna
Ørnulf Salicath,1888,1962,M,NO,Ullensaker,Elverum
Elise Konstantin Hansen,1858,1946,F,DK,Frederiksberg,Kolding
Wojciech Kossak,1857,1942,M,PL,Paris,Cracow
Antonie Louis Koster,1859,1937,M,NL,Terneuzen,Haarlem
Hugo Kotschenreiter,1854,1908,M,DE,Hof,Munich
Hendrik Maarten Krabbé,1868,1931,M,NL,London,Amsterdam
Andreas Schneider,1861,1931,M,NO,Tvedestrand,Slemdal
"Peter, II Kraemer",1857,1936,M,DE,Philadelphia,Dießen am Ammersee
Johanne Catherine Krebs,1848,1924,F,DK,Byrum,Copenhagen
Wilhelm Kreling,1855,1937,M,DE,Nuremberg,Munich
Oswald Kresse,1858,1928,M,DE,Kraasa,Munich
Hermann Gottlieb Kricheldorf,1867,1949,M,DE,Celle,Munich
Julius Kronberg,1850,1921,M,SE,Karlskrona,Stockholm
Carl Kronberger,1841,1921,M,AT,Freistadt,Munich
Olaf Helliesen Lange,1875,1965,M,NO,Stavanger,Stavanger
Brynjulf Larsson,1881,1920,M,NO,Christiania (Oslo),Trondheim
Wilhelm Kuhnert,1865,1926,M,DE,Opole,Flims
Lars Jorde,1865,1939,M,NO,"Vang, Hedmark",Lillehammer
Fritz Kunz,1868,1947,M,CH,Einsiedeln,Zug
Fredrik Lagerström,1874,1955,M,SE,Stockholm,Råsunda
Gustaf Lagerström,1874,1906,M,SE,Stockholm,Mörsil
Ludwig von Langenmantel,1854,1922,M,DE,Kelheim,Munich
Carl Langhorst,1867,1950,M,DE,Rahden,Rahden
Agustín Lhardy Garrigues,1847,1918,M,ES,Madrid,Madrid
Magnhild Karoline Haavardsholm,1880,1964,F,NO,"Eid, Møre og Romsdal",Oslo
Hans Larwin,1873,1938,M,AT,Vienna,Vienna
Eduard Lebiedzki,1862,1915,M,AT,Chrzanów,Vienna
Eivind Nielsen,1864,1939,M,NO,Haugesund,Christiania (Oslo)
Hans Lendorff,1863,1946,M,CH,Basel,Basel
Henri Le Sidaner,1862,1939,M,FR,Port Louis,Paris
Ernst Otto Leuenberger,1856,1937,M,CH,Bern,Lugano
Auguste Leveque,1866,1921,M,BE,Nivelles,Sint-Joost-ten-Node
Hans Lietzmann,1872,1955,M,DE,Berlin,Torbole
Garibaldi Lindberg,1863,1957,M,SE,Eskilstuna församling,Norrköping
Hermann Lindenschmit,1857,1939,M,DE,Frankfurt am Main,Munich
Richard Linderum,1851,1926,M,DE,Dresden,Munich
Berndt Lindholm,1841,1914,M,FI,Lovisa,Gothenburg
Carl Liner,1871,1946,M,CH,Sankt Gallen,Appenzell
Kimon Loghi,1871,1952,M,RO,Sérrai,Bucharest
Romain Looymans,1864,1914,M,BE,Antwerp,Antwerp
Emilio Longoni,1859,1933,M,IT,Barlassina,Milan
José María López Mezquita,1883,1954,M,ES,Granada,Madrid
Guglielmo Amedeo Lori,1866,1913,M,IT,Pisa,Viareggio
Eugène Loup,1867,1948,M,FR,Rodez,Paris
Edmond Loujot,1861,1920,M,DE,Arry,Arry
Ştefan Luchian,1868,1916,M,RO,"Ștefănești, Botoșani",Bucharest
"Albert, Jr. Ludovici",1852,1932,M,GB,Prague,London
Adolf Lüben,1837,1905,M,DE,Saint Petersburg,Munich
Justus Evald Lundegard,1860,1924,M,SE,Eslövs församling,Lunds domkyrkoförsamling
Pelle Malmborg,1869,1953,M,SE,Jönköping,Gränna
Antonio Mancini,1852,1930,M,IT,Albano Laziale,Rome
Elisabeth Mauderer,1874,1925,F,DE,Kitzingen,Flensburg
Anton Mangold,1863,1907,M,DE,Weilheim,Weilheim
Filippo Marfori-Savini,1877,1952,M,IT,Urbania,Florence
Pompeo Mariani,1857,1927,M,IT,Monza,Bordighera
Simon Maris,1873,1935,M,NL,"Hague, The",Amsterdam
Fritz Martin,1859,1932,M,DE,Leipzig,Munich
Juan Martínez Abades,1862,1920,M,ES,Gijón,Madrid
Salvador Martínez Cubells,1845,1914,M,ES,Valencia,Madrid
Enrique Martínez Cubells y Ruiz,1874,1947,M,ES,Madrid,Madrid
Karol Maszkowski,1868,1938,M,PL,Lviv,Warsaw
Edgard Maxence,1871,1954,M,FR,Nantes,La Bernerie-en-Retz
Anna Rychter May,1864,1955,F,DE,Regensburg,Jerusalem
Georg Mayer-Franken,1870,1926,M,DE,Forchheim,Munich
Emo Mazzetti,1870,1955,M,IT,Treviso,Venice
Eliseo Meifrén y Roig,1859,1940,M,ES,Barcelona,Barcelona
Wilhelm Menzler,1846,1926,M,DE,Kassel,Munich
Desider von Fáy,1888,1954,M,HU,Budapest,Budapest
Edwin Ödön Fischer,1887,1945,M,HU,Budapest,Budapest
Ferenc Joachim,1882,1964,M,HU,Szeged,Gyula
Johann von Tscharner,1886,1946,M,CH,Lviv,Zurich
Katalin Hindi Szabó,1889,1929,F,HU,Brașov,Budapest
János Lukácsi,1844,1944,M,HU,Cegléd,Cegléd
Gyula Pogány,1884,1925,M,HU,Budapest,Lesina
Ervin Baktay,1890,1963,M,HU,Dunaharaszti,Budapest
Lajos Lovas,1866,1935,M,HU,Szeged,Budapest
Beatrix Solymos,1889,1974,F,HU,Mitrovicë,Budapest
Ferenc Medgyessy,1881,1958,M,HU,Debrecen,Budapest
Antonin Mercié,1845,1916,M,FR,Toulouse,Paris
Jules Merckaert,1872,1924,M,BE,Schaerbeek,Brussels
Karl von Mérode,1853,1909,M,AT,Mödling,Vienna
Frans Pieter Ter Meulen,1843,1927,M,NL,Bodegraven,"Hague, The"
Georgette Meunier,1859,1951,F,BE,Brussels,Brussels
Kunz Meyer-Waldeck,1859,1953,M,DE,Jelgava,Neuburg am Inn
Paul Meyer-Mainz,1864,1909,M,DE,Mainz,Halberstadt
Georg Ludwig Meyn,1859,1920,M,DE,Berlin,Berlin
Oskar Michaelis,1872,1946,M,DE,Leipzig,Munich
Wally Moes,1856,1918,F,NL,Amsterdam,Laren (Noord-Holland)
Kristian Møhl-Hansen,1876,1962,M,DK,Bornholm,Copenhagen
Niels Pedersen Mols,1859,1921,M,DK,Skanderborg,Copenhagen
Frits Mondriaan,1853,1932,M,NL,"Hague, The",Rijswijk
Angelo Morbelli,1853,1919,M,IT,Alessandria,Milan
José Moreno Carbonero,1858,1942,M,ES,Málaga,Madrid
Anton Maria Mucchi-Vignoli,1871,1945,M,IT,Fontanellato,Salò
Hugo Mühlig,1854,1929,M,DE,Dresden,Dusseldorf
Fritz Müller-Landeck,1865,1942,M,DE,"Pinnow, Mecklenburg-Vorpommern",Lenggries
Albert Müller-Lingke,1844,1930,M,DE,Altenburg,Munich
Wilhelm Müller-Schönefeld,1867,1944,M,DE,Leipzig,Malchin
Jules Alexis Muenier,1863,1942,M,FR,Vesoul,Coulevon
Franz Multerer,1864,1920,M,DE,Munich,Munich
Anna Elisabeth Munch,1876,1960,F,DK,Copenhagen,Frederiksberg
Antonio Muñoz Degrain,1840,1924,M,ES,Valencia,Málaga
Erich Nikutowski,1872,1921,M,DE,Dusseldorf,Kaub
Thorvald Simon Niss,1842,1905,M,DK,Assens,Frederiksberg
Max Nonnenbruch,1857,1922,M,DE,Viersen,Munich
Reinhold Norstedt,1843,1911,M,SE,Västra Vingåkers församling,Stockholm
Ivar Gustaf Julius Nyberg,1855,1925,M,SE,Vänersborg,Leksand
Poul Friis Nybo,1869,1929,M,DK,Copenhagen,Vejby
Carl August Heinrich Ferdinand Oesterley,1839,1930,M,DE,Göttingen,Altona
Gustav Bernhard Osterman,1870,1938,M,SE,Västra Vingåkers församling,Stockholm
Lazzaro Pasini,1861,1949,M,IT,Reggio nell'Emilia,Milan
Edvard Frederik Petersen,1841,1911,M,DK,Copenhagen,Copenhagen
Viggo Christian Frederik Vilhelm Pedersen,1854,1926,M,DK,Copenhagen,Roskilde
Edwin Perkuhn,1861,1943,M,DE,"Koschewoje (Kaliningrad, Prawdinsk)",Diessen
Franz Sales Pernat,1853,1911,M,DE,Munich,Munich
Gheorge Petrașcu,1872,1949,M,RO,Tecuci,Bucharest
Alfred Edler von Pflügl,1863,1929,M,AT,Linz,Vienna
Antonio Piatti,1875,1962,M,IT,Viggiu,Viggiu
Evert Pieters,1856,1932,M,NL,Amsterdam,Laren (Noord-Holland)
Otto Piltz,1846,1910,M,DE,Allstedt,Munich
José Pinazo Martínez,1879,1933,M,ES,Rome,Madrid
Karl Pippich,1862,1932,M,AT,Vienna,Grafenwörth
Max Joseph Pitzner,1855,1912,M,DE,Garmisch-Partenkirchen,Munich
Cecilio Plá,1860,1934,M,ES,Valencia,Madrid
Kazimierz Pochwalski,1855,1940,M,PL,Cracow,Cracow
Stefan Popescu,1872,1948,M,RO,Buzău,Bucharest
Oskar Popp,1875,1945,M,DE,Leipzig,Moritzberg
Rudolf Possin,1861,1922,M,DE,Magdeburg,Berlin
Salvatore Postiglione,1861,1906,M,IT,Naples,Naples
Karl Probst,1854,1924,M,AT,Vienna,Vienna
Alfonso Quarantelli,1873,1939,M,IT,Milan,Milan
Rudolf Quittner,1872,1910,M,AT,Opava,Paris
Wilhelm Carl Räuber,1849,1926,M,DE,Kwidzyń,Munich
Manuel Ramírez Ibáñez,1856,1925,M,ES,Arjona,Madrid
Heinrich Rasch,1840,1913,M,DE,Nordborg,Coburg
Emil Rau,1858,1937,M,DE,Dresden,Munich
Heinrich Rauchinger,1858,1942,M,AT,Cracow,Terezín
Friedrich Raupp,1871,1949,M,DE,Nuremberg,Munich
Leon Gustave Ravanne,1854,1904,M,FR,Meulan,"Mureaux, Les"
Paul von Ravenstein,1854,1938,M,DE,Breslau,Karlsruhe
Heinrich Richard Reder,1862,1942,M,DE,Memmingen,Munich
Alfred Rehfous,1860,1912,M,CH,Geneva,Geneva
Robert Reid,1862,1929,M,US,Stockbridge,Clifton Springs
Rudolf Reschreiter,1868,1939,M,DE,Munich,Munich
Marcel Rieder,1852,1942,M,FR,Schweighouse-Thann,Villiers-sous-Grez
Erich Riefstahl,1862,1920,M,DE,Berlin,Munich
Gustav Rienäcker,1861,1935,M,DE,Blankenburg (Harz),Munich
August Rieper,1865,1940,M,DE,Hamburg,Munich
Laurits Andersen Ring,1854,1933,M,DK,"Ring, Denmark",Sankt Jørgensbjerg
Paul Philip Rink,1862,1903,M,NL,Veghel,Edam
Albert Ritzberger,1853,1915,M,AT,Pfaffstätt,Linz
Antonio Rizzi,1869,1940,M,IT,Cremona,Milan
Alexander Roche,1861,1921,M,GB,Glasgow,Edinburgh
Moritz Röbbecke,1857,1916,M,DE,Meerane,Dresden
Wilhelm [II] Rögge,1879,1946,M,DE,Munich,Oberaudorf
Albert Roelofs,1877,1920,M,NL,Brussels,"Hague, The"
Philipp Röth,1841,1921,M,DE,Darmstadt,Munich
Georges Frederic Rotig,1873,1961,M,FR,Le Havre,Paris
Johan Rohde,1856,1935,M,DK,Randers,Hellerup
Axel Edward John Rosenberg,1858,1934,M,SE,Stockholm,Stockholm
Vilhelm Jakob Rosenstand,1838,1915,M,DK,Copenhagen,Copenhagen
Antoni Ros y Güell,1878,1954,M,ES,Barcelona,Badalona
Jakob Ruch,1868,1914,M,CH,Mitlödi,Paris
Curt Rüger,1867,1930,M,DE,Leipzig,Leipzig
Justo Ruiz Luna,1865,1926,M,ES,Cádiz,Cádiz
Julius Friedrich Ludwig Runge,1843,1922,M,DE,Röbel,Lindau
Pedro Sáenz Sáenz,1863,1927,M,ES,Málaga,Málaga
Josef Andreas Sailer,1872,1952,M,DE,Munich,Munich
Horace de Saussure,1859,1926,M,CH,Geneva,Geneva
Maximilian Schäfer,1851,1916,M,DE,Berlin,Berlin
Richard Schaupp,1871,1954,M,DE,Sankt Gallen,Sankt Gallen
Josef Scheurenberg,1846,1914,M,DE,Dusseldorf,Berlin
Jakub Schikaneder,1855,1924,M,CZ,Prague,Prague
Georg Schildknecht,1850,1939,M,DE,Fürth,Munich
Carl Schildt,1851,1920,M,DE,Elmshorn,Hamburg
Martinus Schildt,1867,1921,M,NL,Rotterdam,Rotterdam
Felix Schlesinger,1833,1910,M,DE,Hamburg,Hamburg
Johann Christopher Schlichtkrull,1866,1945,M,DK,Frederiksberg,Ålborg
Mathias Schmid,1835,1923,M,AT,See,Munich
Franz Schmid-Breitenbach,1857,1927,M,DE,Munich,Munich
Theodor Schmidt,1855,1937,M,DE,Stuttgart,Munich
Leopold Schmutzler,1864,1941,M,CZ,Střibro,Munich
Max Schneidt,1858,1937,M,DE,Geisenfeld,Haag in Oberbayern
Josef Schoyerer,1844,1923,M,DE,Berching,Munich
Alois Hans Schram,1864,1919,M,AT,Vienna,Vienna
Alfred von Schrötter,1856,1935,M,AT,Vienna,Graz
Nathalie Schultheiss,1865,1952,F,AT,Vienna,Lochham
Robert Schultze,1828,1910,M,DE,Magdeburg,Munich
Georg Von Schuster-Woldan,1864,1933,M,DE,Niemcza,Dießen am Ammersee
Adolph Schwarz,1868,1926,M,AT,Vienna,Vienna
Edmund Schwarzer,1868,1952,M,DE,Dusseldorf,Dusseldorf
Francesc Rafael Segura Monforte,1875,1954,M,ES,Barcelona,Barcelona
Otto Seitz,1846,1912,M,DE,Munich,Munich
Georg Sofus Seligman,1866,1924,M,DK,Copenhagen,Helsingør
Marie Simm-Mayer,1851,1912,F,CH,Merano,Munich
Louis Simon,1884,1970,M,RU,Bessarabia,New York
Enric Simonet Lombardo,1863,1927,M,ES,Valencia,Madrid
Frans Simons,1855,1919,M,BE,Antwerp,Brasschaat
Niels Skovgaard,1858,1938,M,DK,Copenhagen,Copenhagen
Hans Ludvig Smidth,1839,1917,M,DK,Nakskov,Copenhagen
Hobbe Smith,1862,1942,M,NL,Witmarsum,Amsterdam
Alfredo Souto Cuero,1862,1940,M,ES,A Coruña,A Coruña
Alfons Spring,1843,1908,M,DE,Liepāja,Munich
Piotr Stachiewicz,1858,1938,M,PL,Nowosiółki Gościnne,Cracow
Władyław Stachowski,1852,1932,M,PL,Quba,Warsaw
Friedrich Stahl,1863,1940,M,DE,Munich,Rome
Fritz Steinmetz-Noris,1860,1923,M,DE,Pasing,Nuremberg
Heinrich Stelzner,1833,1910,M,DE,Bayreuth,Munich
Jean Alex Steriadi,1880,1956,M,RO,Bucharest,Bucharest
Albert Edward Sterner,1863,1946,M,US,London,New York
Augusto Stoppoloni,1855,1936,M,IT,San Severino Marche,Gubbio
Ipolit Strambulescu,1871,1934,M,RO,Baia de Aramă,Bucharest
Stephanie von Strechine,1858,1940,F,DE,Odessa,Bad Tölz
Emil Strecker,1841,1925,M,DE,Dresden,Dürnstein
Daniele DeStrobel,1873,1942,M,IT,Parma,Camogli
Max Suppantschitsch,1865,1953,M,AT,Vienna,Krems an der Donau
André Sureda,1872,1930,M,FR,Versailles,Versailles
Rudolf Swoboda,1859,1914,M,AT,Vienna,Vienna
Hans Temple,1857,1931,M,AT,Litovel,Vienna
Richard Teschner,1879,1948,M,CZ,Karlovy Vary,Vienna
Hans Michael Therkildsen,1850,1925,M,DK,Lystrup,Copenhagen
Julius Arthur Thiele,1841,1919,M,DE,Dresden,Schäftlarn
Franz Thiele,1868,1945,M,CZ,Frýdlant,Prague
Rudolf Thienhaus,1873,1962,M,DE,Engelskirchen,Eidinghausen
Richard Thierbach,1860,1931,M,DE,Stolberg (Harz),Stolberg (Harz)
Sven Alfred Thörne,1850,1916,M,SE,"Horn, Sweden",Stockholm
Karl Thoma-Höfele,1866,1923,M,CH,Basel,Munich
Paul Thomas,1868,1910,M,FR,Limoges,Limoges
Johan Tiren,1853,1911,M,SE,Själevad,Penningby castle
Heinrich Tomec,1863,1928,M,AT,Prague,Vienna
Wenzel Ulrik Tornøe,1844,1907,M,DK,Svendborg,Frederiksberg
Étienne Tournès,1857,1931,M,FR,Seix,Paris
Otto Tragy,1866,1928,M,DE,Prague,Munich
Oskar Tröndle,1883,1945,M,CH,Möhlin,Solothurn
Louis Abel-Truchet,1857,1918,M,FR,Versailles,Auxerre
Clothilde Tschuppik,1865,1926,F,DE,Munich,Munich
István Balogh,1890,1956,M,HU,Oradea,Oradea
Otto Ubbelohde,1867,1922,M,DE,Marburg,Goßfelden
Charles Frederic Ulrich,1858,1908,M,US,New York,Berlin
Eduardo Urquiola y Aguirre,1865,1932,M,ES,Algorta,Madrid
Emile van Damme-Sylva,1853,1935,M,BE,Brussels,Uccle
Nicolaes van der Waay,1855,1936,M,NL,Amsterdam,Amsterdam
Edmond Theodor van Hove,1853,1913,M,BE,Bruges,Bruges
Johann Hendrik Mastenbroek,1875,1945,M,NL,Rotterdam,Rotterdam
Aletta Thol-Ruijsch,1860,1930,F,NL,Den Helder,"Hague, The"
Paul Vayson,1842,1911,M,FR,Gordes,Paris
Carlos Vázquez Ubeda,1869,1944,M,ES,Ciudad Real,Barcelona
Enrico Vegetti,1863,1951,M,IT,Turin,Nernier
Eduard Veith,1856,1925,M,AT,Nový Jičín,Vienna
Nicolae Vermont,1886,1932,M,RO,Bacău,Bucharest
Salvador Viniegra y Lasso de la Vega,1862,1915,M,ES,Cádiz,Madrid
Francesco Vitalini,1865,1905,M,IT,Fiordimonte,Gravasecca nelle Marmarole sulle Dolomiti
Frans Wilhelm Voigt,1867,1949,M,DE,Hof,Munich
Karl Leopold Voss,1856,1921,M,DE,Rome,Munich
Alfred Wahlberg,1834,1906,M,SE,Stockholm,Tranås
Clara Walther,1860,1943,F,DE,Pößneck,Pullach
E. A. Walton,1860,1922,M,GB,Renfrew,Edinburgh
Maria Wilhelmina Wandscheer,1856,1936,F,NL,Amsterdam,Ede
Jean-Joseph Weerts,1847,1927,M,FR,Roubaix,Paris
Viktor Weichart,1851,1918,M,DE,Breslau,Pasing
Anton Weinberger,1843,1912,M,DE,Munich,Wiesbaden
Charles Welti,1868,1931,M,CH,Aarburg,Aarburg
Albert Welti,1862,1912,M,CH,Zurich,Bern
Willem Wenckebach,1860,1937,M,NL,"Hague, The",Santpoort
"Cornelis, Jr. Westerbeek",1873,1917,M,NL,Haarlem,Voorthuizen
Adalbert Wex,1867,1932,M,DE,Munich,Munich
Julius Widnmann,1865,1930,M,DE,Munich,Lindau
Charles Wilda,1854,1907,M,AT,Vienna,Vienna
Fritz von Wille,1860,1941,M,DE,Weimar,Dusseldorf
Josef Willroider,1838,1915,M,DE,Villach,Munich
Rudolf Wimmer,1849,1915,M,DE,Gottsdorf (Untergriesbach),Munich
Franz Wolter,1865,1932,M,DE,Cologne,Munich
Carl Wuttke,1849,1927,M,DE,Trzebnica,Munich
Christian Zacho,1843,1913,M,DK,Aarhus,Copenhagen
Dora Zech,1856,1912,F,DE,Stuttgart,Munich
Karl Ziegler,1866,1945,M,DE,Sighișoara,Königsberg
Alfred Zoff,1852,1927,M,AT,Graz,Graz
Edoardo Gordigiani,1867,1961,M,IT,Florence,Marradi
Carlo Paolo Agazzi,1870,1922,M,IT,Milan,Milan
Lorenzo Albarrán y Sánchez,1874,1938,M,ES,Alaraz,Villadiego
Carl Albert Angst,1875,1965,M,CH,Geneva,Geneva
Leon Bartholomé,1865,1952,M,BE,Lille,Brussels
Rudolf Bernt,1844,1914,M,AT,"Neunkirchen, Austria","Pottenstein, Austria"
Emil Beurmann,1862,1951,M,CH,Basel,Basel
Paul Bouvier,1857,1940,M,CH,Neuchatel,Neuchatel
Otto Bromberger,1862,1943,M,DE,Reudnitz (Leipzig),Munich
Ferdinand Brunner,1870,1945,M,AT,Vienna,Vienna
Rasmus Christiansen,1863,1940,M,DK,Denmark,Copenhagen
Jules Crosnier,1843,1917,M,CH,Nancy,Geneva
Ernst Dargen,1866,1929,M,DE,Hamburg,Munich
Stanisław Debicki,1866,1924,M,PL,Lubaczów,Cracow
Ferdinand František Engelmüller,1867,1924,M,CZ,Prague,Prague
Giuseppe Adolfo Feragutti Visconti,1850,1924,M,IT,"Pura, Switzerland",Milan
Else Gürleth-Hey,1869,1946,F,DE,Munich,Starnberg
Georg Hacker,1863,1945,M,DE,Dessau,Dusseldorf
Fritz von Hellingrath,1866,1946,M,DE,Munich,Burgau
Wilhelm Jakob Hertling,1849,1926,M,DE,Katzenelnbogen,Munich
Fanny Thiersch,1880,1960,F,DE,Merseburg,Überlingen
Eugen Ludwig Hoess,1866,1955,M,DE,Immenstadt,Langenwang (Fischen im Allgäu)
Frederic Anatole Houbron,1851,1908,M,FR,Paris,Paris
Karl Itschner,1868,1953,M,CH,Stäfa,Solothurn
Sophie Grothe,1852,1926,F,NL,Zeist,Zeist
Ernst Kreidolf,1863,1956,M,CH,Bern,Bern
Nils A. Larsson,1872,1914,M,SE,Sannäs,Sannäs
Paul Leuteritz,1867,1919,M,DE,Pörsdorf,Munich
Léon-Augustin Lhermitte,1844,1925,M,FR,Mont-Saint-Père,Paris
Valéria Galimberti,1885,1915,F,HU,Budapest,Pécs
Louis de Meuron,1868,1949,M,CH,La Sagne,Marin
Karl Hermann Müller-Samerberg,1869,1946,M,DE,Adorf,Samerberg
Olga Nyblom,1872,1955,F,SE,Gothenburg,Storängen
Blanche Perrelet Fiaux,1878,1953,F,CH,Lausanne,Jogny
Richard Püttner,1842,1913,M,DE,Wurzen,Munich
Heinrich Rettig,1859,1921,M,DE,Breslau,Munich
Alexander Robinson,1867,1952,M,US,Portsmouth,Cassis
Franz Schier,1852,1922,M,DE,Harrachov,Munich
Clara von Sivers,1854,1924,F,DE,Pinneberg,Berlin
Hans Stubenrauch,1875,1941,M,DE,Aschau im Chiemgau,Murnau
Hans Christian Harald Tegner,1853,1932,M,DK,Copenhagen,Fredensborg
Karl Tichy,1871,1939,M,PL,Burshtyn,Warsaw
Publio de Tommasi,1849,1914,M,IT,Rome,Rome
František Urban,1868,1919,M,CZ,Karlín,Prague
Henri van Haelen,1876,1944,M,BE,Vilvoorde,Brussels
Peter Birkenholz,1876,1961,M,DE,Elberfeld,Munich
Eugen Drollinger,1858,1930,M,DE,Heidelberg,Munich
Martin Dülfer,1859,1942,M,DE,Breslau,Dresden
Emanuel Baschny,1876,1932,M,DE,Sternberg,Vienna
Friedrich Beck,1873,1921,M,AT,Vienna,Vienna
Julius von Blaas,1845,1922,M,AT,Albano Laziale,Hall in Tirol
Hugo Charlemont,1850,1939,M,FR,Jemnice,Vienna
Emil Czech,1862,1929,M,AT,Moravia,Dlouhá Loučka
Leo Bernhard Eichhorn,1872,1957,M,AT,Lviv,Buenos Aires
Oswald Grill,1878,1964,M,AT,Vienna,Vienna
Karl Friedrich Gsur,1871,1939,M,DE,Vienna,Vienna
Otto Herschel,1871,1958,M,AT,Teplice,"Richmond, Virginia"
Adolf Karpellus,1869,1919,M,AT,Nowy Sącz,Vienna
Ludwig Koch,1866,1934,M,AT,Vienna,Vienna
Josef Köpf,1873,1953,M,AT,Vienna,Vienna
Thomas Leitner,1876,1948,M,AT,Altmünster,Vienna
Ludwig Michalek,1859,1942,M,AT,Timișoara,Vienna
Max von Poosch,1872,1968,M,AT,Pula,Vienna
Karl Ludwig Prinz,1875,1944,M,AT,Vienna,Vienna
Hans Ranzoni,1868,1956,M,AT,Krems an der Donau,Vienna
Alexander Rothaug,1870,1946,M,AT,Vienna,Vienna
Othmar Ružička,1877,1962,M,AT,Vienna,Vienna
Nikol Schattenstein,1877,1954,M,RU,Ponjemon,New York
Stefan Simony,1860,1950,M,AT,Vienna,Vienna
Hans Stalzer,1878,1940,M,AT,Vienna,Vienna
Viktor Stauffer,1852,1934,M,AT,Vienna,Vienna
"Karl, II Sterrer",1885,1972,M,AT,Vienna,Vienna
Harry Hine,1845,1941,M,GB,London,Botesdale
Victoria Susanna Colkett,1840,1926,F,GB,Norwich,Woodbridge
Bess Norris,1878,1939,F,GB,Melbourne,London
Jenő Ferkai,1877,1963,M,HU,Budapest,Budapest
Edward Gordon Craig,1872,1966,M,GB,Stevenage,Vence
Lilly Gombos,1897,1973,F,HU,Újpest,Paris
Mila von Luttich,1872,1929,F,AT,Vienna,Vienna
Agnes Speyer,1875,1942,M,AT,Vienna,New York
Josef Maria Auchentaller,1865,1949,M,AT,Penzing,Grado
Hermine Panesch,1873,1967,F,AT,Vienna,Vienna
Fanny Zakucka-Harlfinger,1873,1954,F,AT,Mank,Vienna
Josef Diveky,1887,1951,M,HU,Farmos,Sopron
